Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Longitud,Latitud
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,0,0,0,0,0,0,0,6,6,-59.390271557059,-24.5503048524758
FORMOSA,Patiño,Ibarreta,34035080,226,0,0,0,0,3,0,519,748,-59.8570398440914,-25.2113191232301
FORMOSA,Patiño,Juan G. Bazán,34035090,0,0,0,0,0,0,0,11,11,-60.8341896995338,-24.5418137126365
FORMOSA,Patiño,Las Lomitas,34035100,444,0,0,1526,0,4,0,235,2209,-60.5937892586839,-24.7105776136691
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,0,0,0,0,0,0,0,58,58,-60.198666969414,-24.2115848629554
FORMOSA,Patiño,Pozo del Tigre,34035120,25,0,0,200,0,0,0,190,415,-60.3187890218463,-24.8975997693171
FORMOSA,Patiño,San Martín II,34035140,0,0,0,1,0,0,0,369,370,-59.656351890373,-24.4331529800639
FORMOSA,Patiño,Subteniente Perín,34035150,0,0,0,0,0,1,0,71,72,-60.0190827630116,-25.5350397293764
FORMOSA,Patiño,Villa General Güemes,34035160,0,0,0,2,0,0,0,447,449,-59.4916405606824,-24.7529456908497
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0,0,0,1,0,0,0,451,452,-59.0290877277901,-24.9388283555888
FORMOSA,Patiño,San Martín I,34035130,0,0,0,0,0,0,0,5,5,-59.902051229705,-24.5319053014019
FORMOSA,Pilagás,Buena Vista,34042010,0,0,0,3,0,0,0,315,318,-58.3867799081037,-25.0712122663672
FORMOSA,Pilagás,El Espinillo,34042020,0,0,0,0,0,1,0,300,301,-58.5537877142505,-24.9799888263685
FORMOSA,Pilagás,Misión Tacaagle,34042040,0,0,0,0,0,0,0,149,149,-58.8227434439732,-24.979650567657
FORMOSA,Pilagás,Tres Lagunas,34042060,15,0,0,0,0,1,0,97,113,-58.5132694906705,-25.2153644371658
FORMOSA,Pilagás,Laguna Gallo,34042030,0,0,0,0,0,0,0,5,5,-58.7427948347143,-25.2677752833691
FORMOSA,Pilcomayo,Clorinda,34049010,947,20,0,2890,15,1,0,88,3961,-57.7178091082588,-25.2921612747741
FORMOSA,Pilcomayo,Laguna Blanca,34049020,27,0,0,0,0,0,0,41,68,-58.2458430258241,-25.1302522059542
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,101,0,0,0,0,2,0,352,455,-58.1230791260523,-25.2193910506962
FORMOSA,Pilcomayo,Palma Sola,34049040,0,0,0,0,0,0,0,18,18,-57.9768403788083,-25.2475512345955
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,0,0,1,0,0,0,414,415,-58.2782518825352,-25.3617117019838
FORMOSA,Pilcomayo,Siete Palmas,34049080,20,0,0,1,0,0,0,82,103,-58.330676377416,-25.2015076619063
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,0,0,0,0,0,0,0,3,3,-57.6524943008573,-25.3688131700972
FORMOSA,Pilcomayo,Riacho Negro,34049070,0,0,0,0,0,0,0,3,3,-57.7914545139812,-25.4224320225992
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0,0,0,52,0,0,0,145,197,-59.0780331803401,-26.2048681517277
FORMOSA,Pirané,El Colorado,34056020,1341,0,0,160,2,5,0,869,2377,-59.3684434678409,-26.3117354640006
FORMOSA,Pirané,Palo Santo,34056030,0,173,0,0,0,1,0,292,466,-59.3360059836081,-25.5639063797961
FORMOSA,Pirané,Pirané,34056040,0,0,0,957,100,4,0,466,1527,-59.1075205904775,-25.7306417902346
FORMOSA,Pirané,Villa Kilómetro 213,34056050,0,0,0,0,0,0,0,433,433,-59.3683950578867,-26.1864626491659
FORMOSA,Ramón Lista,El Potrillo,34063010,0,0,0,0,0,0,0,22,22,-62.0107787024286,-23.1607663192891
FORMOSA,Ramón Lista,El Quebracho,34063030,0,0,0,0,0,0,0,12,12,-61.8734659544108,-23.3394869143818
FORMOSA,Ramón Lista,General Mosconi,34063020,0,0,0,8,0,3,0,37,48,-62.304068544241,-23.1827186246626
JUJUY,Cochinoca,Abra Pampa,38007020,0,0,0,0,0,3,0,221,224,-65.6932137518832,-22.7215697648051
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0,0,0,5,0,0,0,0,5,-65.6988399422374,-22.5351797700612
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,51,94,0,3,0,0,0,0,148,-65.444631251669,-24.1861828032769
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0,0,0,0,0,0,0,111,111,-65.4047004835351,-24.0773597398703
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,4361,38206,0,41619,36,5,0,141,84368,-65.302450636841,-24.1953577939088
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0,0,0,0,0,0,0,3,3,-65.4145726152103,-24.1217546163942
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0,5,0,69,0,0,0,0,74,-65.395737692293,-24.2607538226752
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,0,0,4,0,0,0,8,12,-65.2984613199784,-23.9482980868379
JUJUY,Doctor Manuel Belgrano,León,38021030,0,504,0,0,0,0,0,0,504,-65.4315558946392,-24.0359632743029
JUJUY,El Carmen,El Carmen,38014040,294,359,0,510,0,2,0,1,1166,-65.260519420291,-24.3855119166984
JUJUY,El Carmen,Manantiales,38014060,0,0,0,0,0,2,0,0,2,-64.9759262948199,-24.5056866075889
JUJUY,El Carmen,Monterrico,38014070,0,1043,0,0,0,1,0,10,1054,-65.1622250242149,-24.4385200992504
JUJUY,El Carmen,Pampa Blanca,38014080,56,261,0,0,0,2,0,1,320,-65.0744141219101,-24.5329937382422
JUJUY,El Carmen,Perico,38014090,0,1380,0,575,0,1,0,10,1966,-65.1132793807486,-24.3798152834467
JUJUY,El Carmen,Puesto Viejo,38014100,0,87,0,0,0,1,0,0,88,-64.9672130216717,-24.4823598416465
JUJUY,El Carmen,Aguas Calientes,38014010,0,0,0,0,0,0,0,28,28,-64.9235272487523,-24.5838759624546
JUJUY,Humahuaca,El Aguilar,38028020,0,0,0,0,0,1,0,0,1,-65.6779050336532,-23.210239970845
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,0,5,0,0,0,0,5,-65.3537794942853,-22.978267572073
JUJUY,Humahuaca,Humahuaca,38028040,342,0,0,0,0,6,0,330,678,-65.3508743745648,-23.2026118920444
JUJUY,Humahuaca,Tres Cruces,38028050,0,0,0,5,0,0,0,0,5,-65.5874003328951,-22.9172890384617
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,4,0,0,5,0,0,0,0,9,-65.3575618341785,-23.3018065170017
JUJUY,Ledesma,Caimancito,38035030,179,0,0,0,0,1,0,37,217,-64.5941006141069,-23.7395269322752
JUJUY,Ledesma,Calilegua,38035040,0,500,0,0,0,1,0,144,645,-64.766556217593,-23.7694721379755
JUJUY,Ledesma,Chalicán,38035050,0,0,0,0,0,0,0,78,78,-64.8037328279296,-24.0708657869155
JUJUY,Ledesma,Fraile Pintado,38035060,538,23,0,0,0,1,0,121,683,-64.8001555521003,-23.9366734846348
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6065,0,1000,0,3,0,787,7915,-64.7847435385117,-23.7988475308181
JUJUY,Ledesma,Yuto,38035110,0,0,0,0,0,1,0,176,177,-64.4709201889915,-23.6439908389427
JUJUY,Palpalá,Carahunco,38042010,1,0,0,0,0,0,0,0,1,-65.0785405481684,-24.3137765483739
JUJUY,Palpalá,Centro Forestal,38042020,15,0,0,0,0,0,0,0,15,-65.1738697442674,-24.2278470388568
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1931,1039,0,3431,0,3,0,1,6405,-65.2120271030598,-24.2660503354304
JUJUY,Palpalá,Rio Blanco,38042010,0,53,0,12,0,0,0,0,65,-65.2300747773282,-24.2342342593785
JUJUY,Rinconada,Liviara,38049020,0,0,0,0,0,5,0,0,5,-66.2677637818035,-22.4896989245068
JUJUY,Rinconada,Loma Blanca,38049025,0,0,0,0,0,2,0,0,2,-66.4628647785472,-22.463222635769
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0,0,0,5,0,1,0,0,6,-66.456401677736,-22.6869936542959
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,5,0,0,0,0,5,-66.440426993556,-22.7704435619992
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,5,0,0,0,0,5,-66.3517771971731,-22.5564922692659
JUJUY,Rinconada,Rinconada,38049040,0,0,0,0,0,2,0,0,2,-66.1609276347876,-22.4399840866382
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,9,0,0,0,0,9,-66.6554051011704,-22.4075623428398
JUJUY,San Antonio,Loteo Navea,38056020,0,0,0,80,0,0,0,0,80,-65.2729444915848,-24.2710272820567
JUJUY,San Antonio,San Antonio,38056030,1,130,0,0,0,1,0,0,132,-65.3337612645336,-24.3676606220994
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0,1,-65.2818867459585,-24.3016336145797
JUJUY,San Antonio,Los Alisos,38056017,1,0,0,0,0,0,0,0,1,-65.2818272273441,-24.2839395993959
JUJUY,San Pedro,La Esperanza,38063070,0,0,0,0,0,1,0,15,16,-64.8368070501964,-24.2222145482106
JUJUY,San Pedro,La Mendieta,38063090,0,0,0,0,0,1,0,240,241,-64.9707084719559,-24.314359736408
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,2950,1334,0,1884,0,1,0,75,6244,-64.9524504388897,-24.293007141905
JUJUY,San Pedro,San Lucas,38063170,0,0,0,0,0,0,0,10,10,-64.8646056706401,-24.2257554272925
JUJUY,San Pedro,Don Emilio,38063030,0,0,0,0,0,0,0,37,37,-64.9066663427545,-24.3154692731344
JUJUY,San Pedro,Rosario de Río Grande,38063150,0,0,0,0,0,0,0,54,54,-64.9317813354333,-24.3069096656554
JUJUY,SANTA BARBARA,El Fuerte,38070010,0,0,0,0,0,5,0,0,5,-64.4103511079696,-24.260420872361
JUJUY,SANTA BARBARA,El Piquete,38070020,67,0,0,0,0,0,0,29,96,-64.6790060196865,-24.1810241203734
JUJUY,SANTA BARBARA,El Talar,38070030,0,0,0,0,0,1,0,141,142,-64.3614639119972,-23.5558786640644
JUJUY,SANTA BARBARA,Palma Sola,38070040,0,0,0,0,0,1,0,116,117,-64.3066411633623,-23.9791015768434
JUJUY,SANTA BARBARA,Santa Clara,38070060,88,0,0,0,0,1,0,87,176,-64.6628728220661,-24.3098756490301
JUJUY,SANTA BARBARA,Vinalito,38070070,0,0,0,0,0,0,0,30,30,-64.4138302334781,-23.6678300370713
JUJUY,Santa Catalina,Casira,38077010,0,0,0,5,0,0,0,0,5,-65.900391482913,-21.9693796437473
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,5,0,0,0,0,5,-66.4093898308937,-22.1864445703198
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,5,0,0,0,0,5,-65.8677291643016,-22.0998214546633
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,5,0,0,0,0,5,-66.4940205514016,-22.3402147364964
JUJUY,Santa Catalina,Misarrumi,38077060,0,0,0,0,0,5,0,0,5,-66.3365616167075,-22.2143443369069
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,5,0,0,0,0,5,-66.0785087961458,-22.0656878791642
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,5,0,0,0,0,5,-66.4201684753681,-22.1956915218117
JUJUY,Santa Catalina,Santa Catalina,38077100,0,0,0,5,0,1,0,0,6,-66.0525133087978,-21.9443720475755
JUJUY,Susques,El Toro,38084030,0,0,0,20,0,0,0,0,20,-66.7524458751301,-23.1389750587235
JUJUY,Susques,Huáncar,38084040,0,0,0,27,0,0,0,0,27,-66.413317571844,-23.6016053200097
JUJUY,Susques,Olacapato,38084055,0,0,0,8,0,0,0,1,9,-66.7186508694002,-24.1152805507803
JUJUY,Susques,Olaroz Chico,38084060,0,0,0,30,0,0,0,6,36,-66.7829414619282,-23.3989910080496
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,22,0,0,0,0,22,-66.420983463337,-23.7718693292219
JUJUY,Susques,Puesto Sey,38084080,0,0,0,20,0,0,0,0,20,-66.4953540959523,-23.9584550578191
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,0,12,0,5,0,0,17,-66.2485374885877,-23.1460647975727
JUJUY,Susques,Susques,38084100,0,0,0,275,0,10,0,57,342,-66.3674476958012,-23.3997525205999
JUJUY,Susques,Coranzuli,38084020,0,0,0,60,0,0,0,0,60,-66.3792884216509,-23.0132949482406
JUJUY,Susques,Catua,38084010,0,0,0,70,0,1,0,0,71,-67.0041243051334,-23.861850793472
JUJUY,Susques,Jama,38084045,0,0,0,11,0,0,0,0,11,-67.0236887810529,-23.2599291955531
JUJUY,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0,5,-66.8343534268599,-23.2748878331652
JUJUY,Tilcara,Huacalera,38094020,0,0,0,5,0,0,0,0,5,-65.3513341366081,-23.4341642603915
JUJUY,Tilcara,Maimará,38094040,0,0,0,5,0,2,0,77,84,-65.4078600419067,-23.6208130147957
JUJUY,Tilcara,Tilcara,38094050,0,0,0,10,0,2,0,375,387,-65.3940793438321,-23.5703520143236
JUJUY,Tumbaya,Bárcena,38098010,0,0,0,0,0,0,0,111,111,-65.446477650042,-23.9694741938995
JUJUY,Tumbaya,Purmamarca,38098030,70,0,0,0,0,0,0,1,71,-65.5052412332687,-23.7409980636707
JUJUY,Tumbaya,Volcán,38098050,0,0,0,0,0,0,0,93,93,-65.4630986774907,-23.9138726824815
JUJUY,Tumbaya,El Moreno,38098020,0,0,0,0,1,0,0,0,1,-65.8300087469469,-23.8418583337461
JUJUY,Tumbaya,Tumbaya,38098040,0,0,0,0,0,0,0,342,342,-65.467254667636,-23.8523034100617
JUJUY,Valle Grande,Santa Ana,38105040,0,0,0,0,0,2,0,0,2,-64.9879232445175,-23.3576613065649
JUJUY,Yavi,Barrios,38112010,0,0,0,5,0,0,0,0,5,-65.5278717064727,-22.2462779565987
JUJUY,Yavi,Cangrejillos,38112020,0,0,0,5,0,1,0,0,6,-65.5801247511292,-22.4229613059544
JUJUY,Yavi,La Intermedia,38112040,0,0,0,5,0,0,0,0,5,-65.700385084978,-22.4224885948586
JUJUY,Yavi,La Quiaca,38112050,660,0,0,75,5,1,0,0,741,-65.5962624926205,-22.100030990273
JUJUY,Yavi,Pumahuasi,38112070,0,0,0,5,0,0,0,0,5,-65.6786766560839,-22.2890579793897
JUJUY,Yavi,Yavi Chico,38112090,0,0,0,5,0,0,0,0,5,-65.4650631210317,-22.0909983923897
LA PAMPA,Atreucó,Doblas,42007010,0,319,0,72,0,1,0,34,426,-64.0140550927574,-37.1521838816608
LA PAMPA,Atreucó,Macachín,42007020,0,0,0,1087,0,1,0,613,1701,-63.667141835534,-37.1369555361687
LA PAMPA,Atreucó,Miguel Riglos,42007030,0,0,0,3,0,1,0,110,114,-63.6881846143541,-36.8538749058938
LA PAMPA,Atreucó,Rolón,42007040,0,0,0,0,0,1,0,73,74,-63.4171582009534,-37.166824214775
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0,0,1,0,0,1,0,5,7,-63.5205021645149,-36.8406606874148
LA PAMPA,Caleu Caleu,La Adela,42014020,0,371,0,0,0,1,0,549,921,-64.0893166949512,-38.9739618507806
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0,0,0,0,1,2,0,0,3,-63.8608882456791,-38.9630526765691
LA PAMPA,Capital,Anguil,42021010,0,138,0,266,65,1,0,367,837,-64.010555897973,-36.527922625355
LA PAMPA,Capital,Santa Rosa,42021020,1492,45921,64,3942,1,3,0,556,51979,-64.2916770389461,-36.61828979857
LA PAMPA,Catriló,Catriló,42028010,0,541,1,717,327,2,0,0,1588,-63.4231236479695,-36.4077407331528
LA PAMPA,Catriló,La Gloria,42028020,0,0,0,0,24,0,0,0,24,-63.7444083139952,-36.5079177159884
LA PAMPA,Catriló,Lonquimay,42028030,0,278,0,1,71,1,0,0,351,-63.6237223449231,-36.4676263417811
LA PAMPA,Catriló,Uriburu,42028040,0,90,0,1,94,1,0,115,301,-63.8626307655783,-36.5077574745038
LA PAMPA,Chalileo,Santa Isabel,42049010,0,0,2,0,0,1,0,819,822,-66.9416696902043,-36.2298585551973
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,0,0,1,110,0,1,0,463,575,-63.5814786778188,-35.0240766140268
LA PAMPA,Chapaleufú,Ceballos,42056020,0,0,0,1,0,1,0,91,93,-63.77586064487,-35.2904849982905
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0,0,0,0,0,1,0,247,248,-63.9123145859878,-35.0223098759754
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,67,613,1,606,1,1,0,297,1586,-63.5923274522769,-35.2368693365619
LA PAMPA,Chapaleufú,Sarah,42056050,0,0,0,0,0,2,0,16,18,-63.686962377693,-35.0246923056998
LA PAMPA,Chapaleufú,Vértiz,42056060,0,0,0,0,0,0,0,107,107,-63.9063646669037,-35.4262411079929
LA PAMPA,Chical Co,La Humada,42063020,0,0,0,0,0,1,0,224,225,-68.0141950027482,-36.3500276379509
LA PAMPA,Conhelo,Conhelo,42035010,0,0,0,0,0,0,0,46,46,-64.5959233383525,-35.9994878462166
LA PAMPA,Conhelo,Eduardo Castex,42035020,1257,1341,0,729,0,1,0,108,3436,-64.2945868368038,-35.916589710926
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0,0,0,0,0,1,0,30,31,-64.0335412257945,-36.2106631640542
LA PAMPA,Conhelo,Monte Nievas,42035040,0,0,0,0,0,1,0,45,46,-64.1569675208376,-35.8617464058389
LA PAMPA,Conhelo,Rucanelo,42035050,0,0,0,1,0,0,0,26,27,-64.8353214769324,-36.0429376779565
LA PAMPA,Conhelo,Winifreda,42035060,0,192,1,693,2,0,0,195,1083,-64.2348767956417,-36.2272741396174
LA PAMPA,Curacó,Gobernador Duval,42042010,0,0,0,0,0,1,0,105,106,-66.4360653362481,-38.7413407663938
LA PAMPA,Curacó,Puelches,42042020,0,0,0,0,0,1,0,100,101,-65.9102790812435,-38.1437722310811
LA PAMPA,Guatraché,Alpachiri,42070010,631,0,0,2,0,1,0,0,634,-63.7738735909085,-37.3758811926005
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,0,0,0,2,0,1,0,0,3,-63.5872408548874,-37.4589894326191
LA PAMPA,Guatraché,Guatraché,42070030,0,239,0,2,0,1,0,270,512,-63.5415367289386,-37.6669652272263
LA PAMPA,Guatraché,Santa Teresa,42070050,0,0,0,2,0,0,0,0,2,-63.4328864695669,-37.5749339058948
LA PAMPA,Guatraché,Perú,42070040,0,0,0,1,0,0,0,44,45,-64.1373213494442,-37.6623849438401
LA PAMPA,Hucal,Abramo,42077010,0,0,0,1,0,0,0,69,70,-63.8515025914131,-37.8943313295474
LA PAMPA,Hucal,Bernasconi,42077020,37,0,0,1,0,1,0,684,723,-63.7450793526802,-37.9020681912485
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,0,2,0,0,0,826,828,-63.6065854529977,-37.9785301335454
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,0,0,2,0,2,0,76,711,-63.4321816643775,-38.0837587172211
LA PAMPA,Limay Mahuida,La Reforma,42091010,0,0,0,0,0,1,0,67,68,-66.2268538972728,-37.5520049423349
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0,0,0,0,0,1,0,23,24,-66.6745400356471,-37.1597120530545
LA PAMPA,Loventué,Carro Quemado,42098010,0,0,0,1,0,1,0,50,52,-65.3429160249895,-36.47556498406
LA PAMPA,Loventué,Luan Toro,42098030,0,0,0,0,0,1,0,67,68,-65.0972782402489,-36.2016818772905
LA PAMPA,Loventué,Telén,42098040,0,0,0,1,0,1,0,198,200,-65.5097731802402,-36.2640564040186
LA PAMPA,Loventué,Victorica,42098050,0,0,0,2,0,1,0,482,485,-65.4403752727095,-36.2048593679219
LA PAMPA,Loventué,Loventué,42098020,0,0,0,1,0,0,0,0,1,-65.2899702728719,-36.1887459763907
LA PAMPA,Maracó,Agustoni,42105010,0,0,0,0,0,0,0,29,29,-63.3932493460357,-35.7811018772957
LA PAMPA,Maracó,Dorila,42105020,0,0,0,1,0,0,0,53,54,-63.716840693317,-35.7763229509013
LA PAMPA,Maracó,General Pico,42105030,2091,1,85,17058,0,1,0,3015,22251,-63.760929267739,-35.6633805937206
LA PAMPA,Maracó,Speluzzi,42105040,0,0,0,1,0,0,0,41,42,-63.8200403343494,-35.547293621716
LA PAMPA,Puelén,25 de Mayo,42112020,0,0,0,1026,0,0,0,1090,2116,-67.7172958236186,-37.7697053748681
LA PAMPA,Puelén,Puelén,42112010,0,0,1,0,0,1,0,127,129,-67.6218500509991,-37.3400655492209
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0,0,2,550,0,1,0,90,643,-63.8541959060258,-36.1513889624763
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,0,0,0,133,105,1,0,0,239,-63.5121543730908,-36.1549581794141
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,0,0,1,1098,113,1,0,143,1356,-63.5632432919433,-36.053677480752
LA PAMPA,Quemú Quemú,Relmo,42119050,0,0,0,0,26,0,0,0,26,-63.4481302030919,-36.2573837868412
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0,0,0,0,0,0,0,169,169,-63.8875837941037,-36.0757513459043
LA PAMPA,Rancul,Caleufú,42126010,0,350,0,2,0,2,0,0,354,-64.5586842581366,-35.5928646334622
LA PAMPA,Rancul,La Maruja,42126030,0,150,0,0,0,1,0,0,151,-64.940569826581,-35.671688678266
LA PAMPA,Rancul,Parera,42126040,0,0,0,455,1,1,0,267,724,-64.5006491231723,-35.1462930750947
LA PAMPA,Rancul,Quetrequén,42126060,0,0,0,1,0,1,0,152,154,-64.5213693396743,-35.0548439319726
LA PAMPA,Rancul,Rancul,42126070,0,0,0,201,18,2,0,652,873,-64.683114985952,-35.0661985558406
LA PAMPA,Rancul,Pichi Huinca,42126050,0,0,0,1,0,0,0,0,1,-64.7695280662632,-35.6473423932767
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0,6,0,0,0,1,0,23,30,-64.035117861781,-35.0179130302315
LA PAMPA,Realicó,Alta Italia,42133020,0,0,0,0,0,1,0,463,464,-64.1182405361085,-35.3338595551664
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0,0,0,2,0,0,0,109,111,-64.3847126106129,-35.0415558502239
LA PAMPA,Realicó,Embajador Martini,42133040,13,0,0,7,0,1,0,531,552,-64.2836857257322,-35.3861854808904
LA PAMPA,Realicó,Falucho,42133050,0,0,0,0,0,1,0,82,83,-64.1038732251149,-35.1890814426625
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,0,0,0,240,0,2,0,1418,1660,-64.4685685991593,-35.3837504384968
LA PAMPA,Realicó,Ojeda,42133070,0,0,0,0,0,0,0,8,8,-64.0054725550363,-35.3068277686526
LA PAMPA,Realicó,Realicó,42133080,133,0,1,1931,0,1,0,1232,3298,-64.2454209673953,-35.0368857536117
LA PAMPA,Toay,Toay,42140020,219,5597,0,689,0,1,0,259,6765,-64.3803253806581,-36.6751577652887
LA PAMPA,Trenel,Arata,42147010,0,0,0,21,0,1,0,229,251,-64.3574125644643,-35.6381231858073
LA PAMPA,Trenel,Metileo,42147020,0,0,0,0,0,1,0,60,61,-63.9428308886673,-35.7732438729278
LA PAMPA,Trenel,Trenel,42147030,67,0,0,1197,0,2,0,123,1389,-64.1358999676104,-35.6941743318846
LA PAMPA,Utracán,Ataliva Roca,42154010,0,0,0,2,0,1,0,382,385,-64.2865724433513,-37.0323315728651
LA PAMPA,Utracán,Chacharramendi,42154020,0,0,0,0,0,2,0,104,106,-65.650772794634,-37.3318147762102
LA PAMPA,Utracán,Colonia Santa María,42154030,0,0,1,1,0,0,0,163,165,-64.2248805481774,-37.4952435783299
LA PAMPA,Utracán,General Acha,42154040,206,2915,0,1462,23,2,0,333,4941,-64.6038964711256,-37.373672668717
LA PAMPA,Utracán,Quehué,42154050,0,0,0,1,0,1,0,298,300,-64.5133661628312,-37.1212005028742
LA PAMPA,Utracán,Unanué,42154060,0,0,0,1,0,0,0,60,61,-64.3525554864311,-37.5439767222425
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0,0,0,1,0,1,0,0,2,-64.6422526958764,-38.3336784745408
LA RIOJA,Arauco,Aimogasta,46007010,77,2031,0,4,0,1,0,87,2200,-66.8272851017638,-28.5589898446523
LA RIOJA,Arauco,Estación Mazán,46007040,0,0,0,0,0,1,0,14,15,-66.5166195609666,-28.6648262993633
LA RIOJA,Arauco,Villa Mazán,46007050,0,0,0,0,0,0,0,156,156,-66.5552758852995,-28.6586281834455
LA RIOJA,Arauco,Machigasta,46007040,0,0,0,0,0,0,0,3,3,-66.8070296105313,-28.5410843774809
LA RIOJA,Capital,La Rioja,46014010,2556,36510,4,18343,6,3,0,1223,58645,-66.856675379963,-29.4217827668094
LA RIOJA,Castro Barros,Anillaco,46021020,0,453,0,1,0,1,0,0,455,-66.9439245714904,-28.8155900262519
LA RIOJA,Castro Barros,Los Molinos,46021050,0,49,0,0,0,0,0,4,53,-66.9389202939919,-28.7544152281739
LA RIOJA,Castro Barros,San Pedro,46021070,0,28,0,0,0,0,0,45,73,-66.9281338379098,-28.6697090457958
LA RIOJA,Castro Barros,Aminga,46021010,0,158,0,1,0,0,0,17,176,-66.9376617661779,-28.8554609845772
LA RIOJA,Castro Barros,Anjullón,46021030,0,44,0,1,0,0,0,64,109,-66.9328944677286,-28.7272509428901
LA RIOJA,Castro Barros,Chuquis,46021040,0,39,0,0,0,0,0,0,39,-66.9765194957537,-28.8979801822511
LA RIOJA,Castro Barros,Pinchas,46021060,0,49,0,0,0,0,0,1,50,-66.9665171496043,-28.9370760269909
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,0,0,0,5,5,-66.9654939868506,-28.683504219205
LA RIOJA,Chamical,Chamical,46035010,170,2963,0,8,0,1,0,9,3151,-66.3240368838483,-30.3772951613356
LA RIOJA,Chilecito,Chilecito,46042010,355,4483,0,4162,0,0,0,96,9096,-67.5074284990176,-29.1634978575196
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0,0,0,0,0,1,0,0,1,-67.4914198732182,-29.4490716382323
LA RIOJA,Chilecito,Los Sarmientos,46042030,0,157,0,0,0,0,0,0,157,-67.4826010369502,-29.1517467165263
LA RIOJA,Chilecito,Nonogasta,46042090,63,824,0,1,0,1,0,6,895,-67.5072784622018,-29.3040959439682
LA RIOJA,Chilecito,San Miguel,46042030,0,60,0,0,0,0,0,5,65,-67.4780826682806,-29.184674818415
LA RIOJA,Chilecito,San Nicolás,46042100,0,0,0,0,0,0,0,7,7,-67.475895961327,-29.1217634888802
LA RIOJA,Chilecito,Vichigasta,46042140,37,0,0,1,0,1,0,103,142,-67.50228520978,-29.4885973737241
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0,161,0,1,0,0,0,69,231,-67.426136513409,-29.2540980171571
LA RIOJA,Chilecito,Guanchín,46042060,0,0,0,0,0,0,0,2,2,-67.6392754274079,-29.1927256872976
LA RIOJA,Chilecito,Malligasta,46042070,0,0,0,0,0,0,0,185,185,-67.4408316312776,-29.1772024890585
LA RIOJA,Chilecito,Santa Florentina,46042110,0,0,0,0,0,0,0,7,7,-67.5576081781931,-29.1330615805931
